index,title,q,a
2064,'교장님'의 표현,"졸업식 행사 진행 중 사회자(학교 선생님)가 교장 선생님을 소개하면서""OO중학교 OOO 교장님입니다""라고 하던데, 'OOO 교장 선생님'이라고 해야 하는 거 아닌가요?","'교장님'이 잘못된 말은 아니나 관행적으로 '교장 선생님'을 주로 씁니다. '-님'은 직위나 신분을 나타내는 일부 명사 뒤에 붙어 ‘높임’의 뜻을 더하는 접미사이므 '원장님', '서장님'처럼 학교의 우두머리를 '교장님'이라고 할 수는 있습니다만, 교육 현장에서는 관행적으로 '교장 선생님'을 주로 씁니다."
2065,'괴나리'의 단어형성법,"'괴나리'는 단일어인가요, 복합어인가요?","'괴나리'는 단일어입니다. '괴나리'의 어원은 명백히 밝혀져 있지 않으며, 현대 국어를 기준으로 더 이상 형태소 분석을 할 수 없으므로 단일어입니다."
2066,'광어'와?'넙치'의 표현,'광어'와 '넙치'가 완전히 같은 의미인가요?,"'광어'와 '넙치'는 각각 한자어와 고유어로 된 동의어이므로 뜻이 같습니다. 사전 뜻풀이상으로는 '광어'는 '말린 넙치'를 이르기도 하고, '넙치' 자체를 이르기도 합니다만, 물고기 종류를 이르는 말로는 완전히 같은 의미입니다."
2067,'광안리'의 표준 발음,'광안리'의 표준 발음은 무엇인가요?,"'광안리'의 표준 발음은 따로 정해져 있지 않습니다. 다만, 국어의 표준 발음을 기준으로 하는 로마자 표기가 'Gwangalli'로 되어 있으므로, '광안리'의 현실 발음이 [광알리]임을 알 수 있습니다."
2068,괄호의 띄어쓰기,"보충적인 내용을 덧붙일 때 소괄호는 앞말과 띄어 쓰나요, 붙여 쓰나요?",말씀하신 경우에는 괄호를 앞말에 붙여 씁니다. 주석이나 보충적인 내용을 덧붙일 때 소괄호는 그 대상이 되는 앞말에 붙여 '니체(독일의 철학자)'와 같이 씁니다.
2069,관형사의?수식,"관형사는 체언을 수식한다고 하지만, 수사나 대명사는 수식할 수 없는 것이죠? 그렇다면 ""다른 하나""는 무엇인가요? '다른'은 관형사이고 '하나'는 수사 아닌가요?","관형사는 체언(명사, 대명사, 수사) 앞에 놓여서, 그 체언의 내용을 자세히 꾸며 주는 품사로서, 주로 명사를 꾸미지만, '그 무엇', '그 둘'과 같이 대명사, 수사를 꾸미기도 합니다. 참고로, '다른 하나'의 '하나'는 수사가 아니라 명사입니다. '하나'는 '수효를 세는 맨 처음 수'의 뜻으로 '연필 하나'처럼 쓰일 때에는 수사지만, '여러 가지로 구분한 것들 가운데 어떤 것'을 가리켜 '다른 하나'처럼 쓰일 때에는 명사입니다."
2070,다수 관형어의 수식,"""저 모든 새 책이 누구의 책이냐?""처럼 관형사와 체언 사이에는 다른 관형사가 올 수 있는데, 관형어와 체언 사이에는 다른 관형어가 올 수 없다는 게 맞나요?","제시하신 문장에서 관형사 '저, 모든, 새'도 체언인 '책'을 꾸며 주는 관형어이므로 관형어와 체언 사이에 다른 관형어가 올 수 없다는 말은 맞지 않습니다. 관형사로 된 관형어는 여러 개가 '지시 관형사+수 관형사+성상 관형사'의 순서로 쓰입니다. 그리고 용언의 관형사형이나 체언의 관형격으로 된 관형어도 '나의 예쁜 동생', '오늘날의 우리의 모습'처럼 여럿이 쓰입니다. 다만, 용언의 관형사형은 여럿이 쓰이지 않고 '예쁘고 착한 동생'처럼 용언이 연결어미로 이어지고 마지막 용언만 관형사형으로 쓰입니다."
2071,"'관측?사상', '관측사상'의?띄어쓰기","'관측?사상', '관측사상'의?바른 띄어쓰기는 무엇인가요?","'관측 사상'으로 띄어 씁니다. 여기서 '사상(史上)'은 '역사에 나타나 있는 바'를 뜻하는 명사로서 '대회 사상'과 같이 쓰이므로, 말씀하신 경우도 '관측 사상'과 같이 띄어 씁니다."
2072,"'구분 짓다',?'구분짓다'의?띄어쓰기","'구분 짓다',?'구분짓다'의?바른 띄어쓰기는?","'구분 짓다'로 띄어 쓰는 것이 바릅니다. 여기서 '짓다'는 '이어져 온 일이나 말 따위의 결말이나 결정을 내다'를 뜻하는 동사이므로 앞말과 띄어 씁니다. 참고로, '짓다'가 '갈래짓다, 결론짓다, 결말짓다, 결정짓다, 관련짓다, 규정짓다, 농사짓다, 눈물짓다, 매듭짓다, 종결짓다, 죄짓다, 줄짓다, 짝짓다, 특징짓다, 한숨짓다' 등과 같이 합성어를 이루는 경우에는 앞말과 붙여 씁니다."
2073,'관련되다'와?'관련이다'의 표현,"보통 공문 첫머리에 ""~호 관련입니다.""라고 쓸 때, '관련입니다'는 맞는 표현인가요? 어떤 공문에서 '관련됩니다'라고 쓴 걸 본 거 같은데 그게 맞는 건지요?","""~호 관련입니다.""는 어색한 표현이라, 지금은 ""~호와 관련된 문서입니다.""와 같이 주로 씁니다. 다만 질문하신 '~호와 관련됩니다.""도 문장 호응상 쓸 수 있습니다."
2074,"'했기 때문이다', '하기 때문이었다'의 표현","'했기 때문이다', '하기 때문이었다'의 바른 표현은 무엇인가요?","둘 다 바른 표현입니다. '했기 때문이다'는 어떤 일의 원인이나 까닭이 과거의 행동이나 상태라는 뜻을 나타내고, '하기 때문이었다.'는 과거 일의 원인이나 까닭이 어떤 행동이나 상태라는 뜻을 나타내므로 뜻 차이는 있지만 둘 다 바른 표현입니다."
2075,'공염불'의 표준 발음,'공염불'의 표준 발음은 무엇인가요?,"'공염불'의 표준 발음은 [공념불]입니다. 표준발음법 제29항에 따르면, 파생어에서 접두사의 끝이 자음이고 뒤 단어의 첫음절이 '여'인 경우 'ㄴ' 음을 첨가하여 [녀]로 발음하므로, '공-'과 '염불'이 결합한 파생어는 그 사이에 'ㄴ'이 첨가되어 [공념불]로 발음합니다."
2076,'영화를 상영하다'와?'영화를 공연하다'의 표현,"'영화를 상영하다', '영화를 공연하다' 중 바른 표현은 무엇인가요?","'영화를 상영하다'가 바른 표현입니다. '상영하다'는 '극장 따위에서 영화를 영사(映寫)하여 공개하다'의 뜻을 나타내지만, '공연하다'는 '음악, 무용, 연극 따위를 많은 사람 앞에서 보이다'의 뜻을 나타내므로 '영화를 상영하다'와 같이 표현하는 것이 적절합니다."
2077,'공교롭게도'의 쓰임,"문법 교재나 국어 관련 교재를 보면 '공교롭게도'는 대체적으로 부정적인 상황에서 쓰이는 듯한데, '공교롭게도'를 긍정적인 상황에서는 쓸 수 없나요?","'공교롭게도'는 긍정적인 상황에서도 쓸 수 있습니다. 이는 '생각지 않았거나 뜻하지 않았던 사실이나 사건과 우연히 마주치게 된 것이 기이하다고 할 만하다'를 뜻하는 형용사 '공교롭다'의 어간에 어미 '-게'와 보조사 '도'가 결합한 말로서, ""공교롭게도 두 사람의 생일이 같다."", ""그녀는 등산을 할 때마다 공교롭게도 부상을 당한다.""와 같이 특별히 문맥상의 제약은 없습니다."
2078,'인형'의?의미,'곰 인형'이라는 말은 잘못된 말이 아닌지요?,"'곰 인형'은 쓸 수 있는 말입니다. '인형'은 본디 '사람 모양으로 만든 장남감'을 뜻했으나 '곰 인형', '기린 인형'처럼 그 쓰임이 확장되면서 현재 ""표준국어대사전""에서는 '사람이나 동물 모양으로 만든 장난감'으로 뜻풀이되어 있습니다. 이에 따르면 '곰의 모양으로 만든 장난감'을 이르는 말로 '곰 인형'을 쓸 수 있습니다."
2079,'고해 성사'와 '고백 성사'의 관계,'고해 성사'와 '고백 성사'는 어떤 관계인가요?,"'고백 성사'와 '고해 성사'의 의미 차이는 없습니다. '고해 성사'는 세례받은 신자가 지은 죄를 뉘우치고 신부를 통하여 하느님에게 고백하여 용서받는 일을 이르는 가톨릭 전문 용어이고, '고백 성사'는 '고해 성사'의 전 용어입니다."
2080,'고치려고'와 '고칠려고'의 표현,'잘못을 고치려고/고칠려고 노력하다'에서 바른 표현은 무엇인가요?,"'잘못을 고치려고 노력하다'가 바른 표현입니다. '고치다'의 어간 '고치-'에, '어떤 행동을 할 의도나 욕망을 가지고 있음'을 나타내는 연결 어미 '-려고'가 붙으면 '고치려고'와 같이 활용합니다. '-려고'와 같은 뜻으로 쓰이는 '-ㄹ려고', '-ㄹ라고'는 '-려고'의 비표준어이므로 '고칠려고', '고칠라고'는 표준어가 아닙니다."
2081,동태 내장을 이르는 말,"동태탕에 나오는 내장을 이르는 말이 정확히 무엇인가요? 흔히들 '고니', '곤이', '곤지' 등으로 쓰는 것 같은데요.","'고지'입니다. '고지'는 명태의 이리, 알, 내장을 통틀어 이르는 말로 표준국어사전에 올라 있습니다. '곤지'는 '고지'의 비표준어입니다. '곤이(鯤?)'는 '물고기 배 속의 알'을 이르는 말이고, '고니'는 '곤이'의 잘못된 표기입니다."
2082,로마자 표기에서 고유명사의 판별 기준,"로마자 표기법에서 고유 명사의 경우, 첫 번째 글자를 대문자로 쓴다고 하는데 '태권도, 설날, 추석, 김치, 거북선, 가야금, 거문고, 무궁화 등'은 소문자로 쓰고 '한글, 훈민정음, 흥부전, 춘향전, 애국가, 태극기, 대한민국' 등은 대문자로 쓰는 기준은 무엇인가요?","'태권도, 설날, 추석, 김치, 거북선, 가야금, 거문고, 무궁화' 등은 무술, 명절, 음식, 배, 악기, 꽃의 종류를 나타내는 일반명사이고 '한글, 훈민정음, 흥부전, 춘향전, 애국가, 태극기, 대한민국' 등은 특정 문자, 작품, 노래, 국기, 나라의 이름인 고유명사이기 때문입니다. 로마자표기법 제3장 제3항에 따르면 고유명사는 첫 글자를 대문자로 적으므로, 고유명사인 '한글, 훈민정음, 흥부전, 춘향전, 애국가, 태극기, 대한민국' 등은 'Hangeul, Hunminjeongeum, Heungbujeon, Chunhyangjeon, Aegukga, Taegeukgi, Daehanminguk' 등과 같이 첫 글자를 대문자로 적는 것입니다."
2083,"'거북선',?'화랑',?'물난리'의?로마자?표기","'거북선(geobukseon)', '화랑(hwarang)'의 로마자 표기를 소문자로 시작하는 것이 맞나요?","'화랑'과 '거북선'의 로마자 표기는 소문자로 시작하는 것이 맞습니다. '화랑'은 신라의 수양 단체나 그 우두머리를 이르는데, 특정 단체나 특정 우두머리의 이름이 아니고(화랑이 한 단체 또는 한 명만 있었던 것은 아님) 그와 같은 종류의 단체나 지위를 이르므로 고유명사가 아닙니다. 그리고 '거북선'도 특정 전함의 이름이 아니고(거북선도 여러 척 있었음) 거북 모양으로 만든 전함의 종류를 이르므로 고유명사가 아닙니다. 로마자표기법 제3장 제3항에 따르면 고유명사는 첫 글자를 대문자로 적는데, '화랑'과 '거북선'은 고유명사가 아니므로 'hwarang', 'geobukseon'과 같이 첫 글자를 소문자로 적는 것입니다."
2084,공공 장소명의?띄어쓰기,"'월드컵 공원', '예술의 전당', '한옥 마을', '국립 중앙 박물관' 등은 어떻게?띄어 써야 하나요?","'월드컵 공원/월드컵공원', '예술의 전당/예술의전당', '국립 중앙 박물관/국립중앙박물관', '한옥 마을'과 같이 씁니다. 한글맞춤법 제49항에 따르면, 성명 이외의 고유명사는 단어별로 띄어 씀을 원칙으로 하되, 단위별로 띄어 쓸 수 있는데 '월드컵 공원', '예술의 전당', '국립 중앙 박물관'은 특정 공원, 공간, 박물관을 이르는 고유명사로 띄어 쓰는 것이 원칙이나 한 단위라면 붙여 쓸 수도 있지만, '한옥 마을'은 한옥으로 구성된 마을을 이르는('전주 한옥 마을'은 특정 마을로 고유명사) 단순 구이므로 띄어 씁니다."
2085,'000도 보건 환경 연구원'의 띄어쓰기,'000도 보건 환경 연구원'의 띄어쓰기는 어떻게 하나요?,"'000도 보건 환경 연구원', '000도보건환경연구원'과 같이 씁니다. 한글맞춤법 제49항에 따르면, 성명 이외의 고유명사는 단어별로 띄어 씀을 원칙으로 하되, 단위별로 띄어 쓸 수 있는데, '보건 환경 연구원'은 특별시·광역시·도에 설치하도록 되어 있는 기관으로 고유명사가 아니지만, '000도 보건 환경 연구원'은 특정 기관을 이르는 고유명사이므로 단어별도 띄어 쓰는 것이 원칙이나 단위별로 '000도보건환경연구원'과 같이 쓸 수도 있습니다."
2086,'고수머리'와 '곱슬머리'의 표현,'고수머리'와 '곱슬머리' 중 어느 것이 표준어인가요?,"'고수머리', '곱슬머리' 모두 표준어입니다. '곱슬머리'는 '고불고불하게 말려 있는 머리털. 또는 그런 머리털을 가진 사람'을 이르는 표준어이고 '고수머리'는 그 동의어입니다."
2087,'고맙다'의 활용형,'고맙다'의 활용형은 '고마워'와 '고마와' 중 어느 것이 맞나요?,"'고맙다'의 활용형은 '고마워'가 맞습니다. 한글맞춤법 제18항 6에 따르면, '돕-', '곱-'과 같은 단음절 어간을 제외하고, 어간의 끝 'ㅂ'이 'ㅜ'로 바뀔 적에는 바뀐 대로 적습니다. '고맙다'는 어간 끝 'ㅂ'이 모음 어미 앞에서 'ㅜ'로 바뀌므로 '고마워'로 적습니다."
2088,네덜란드산 치즈 'Gouda'의 외래어 표기,"네덜란드산 치즈 중에 유명한 'Gouda'는 '고다', '하우다', '고우다'라고 표기하는데 정확한 외래어 표기는 무엇인가요?","'하우다'입니다. 네덜란드어 'Gouda'는 네덜란드어 자모와 한글 대조표에 따르면 'G'는 모음 앞에서 'ㅎ', 'ou'는 '아우', 'd'는 모음 앞에서 'ㄷ', 'a'는 '아'로 적으므로 '하우다'로 적습니다."
2089,"'고객님', '고객 여러분'의?표현","객실 내 많은 고객들을 대상으로 열차 내 안내 방송을 할 때, '고객님'과 '고객 여러분' 중 어느 표현이 적절할까요?","'승객 여러분'이 적절합니다. '고객'은 '상점 따위에 물건을 사러 오는 손님이나 단골로 오는 손님'을 가리키므로, 지하철 객실 내 손님을 가리킬 때에는 '차, 배, 비행기 따위의 탈것을 타는 손님'을 이르는 '승객'을 쓰는 것이 더 적절하고, 손님이 다수이므로 '승객 여러분'이라고 하는 것이 알맞습니다."
2090,'고객'의?순화어,"지하철 출입구 액정 표시 면의 안내 문구 내용을 ""고객님, 감사합니다.""라고 제시하려고 하는데 적절한가요?","""손님, 고맙습니다.""라고 제시하는 것이 바람직합니다. '고객'은 부르는 말(호칭어)로 쓰기에 적절하지 않고, 이미 높임의 뜻이 있어 '-님'을 붙이는 것도 적절하지 않으며, 무엇보다 순화 대상어로서 '손님'으로 순화되었으니 가능하면 '손님'으로 다듬어 쓰는 것이 좋습니다. 그리고 '감사합니다'는 한자어이므로 가능하면 비슷한 뜻의 고유어 '고맙습니다'를 쓰는 것이 좋습니다."
2091,'고 외할아버지'의?표현,"'회장이셨던 고 외할아버지'와 같이 쓸 수 있나요? 쓸 수 없다면, 어떻게 표현해야 하나요?",'회장이셨던 고 외할아버지'는 쓸 수 없습니다. '고(故)'는 죽은 사람의 성명 앞에 쓰여 '이미 세상을 떠난'의 의미를 갖는 관형사라서 '회장이셨던 고 외할아버지'로는 쓸 수 없으므로 풀어서 '회장이셨던 돌아가신 외할아버지'로 쓰는 것이 좋겠습니다.
